Asset Name,Name,Serial number,Criticality,Status,Tenant,Role,Manufacturer,Type,BMC IP,BMC MAC,BMC Version,BIOS Version,Asset tag,ID,Tenant Group,Region,Site Group,Site,Location,Rack,Parent Device,Position (Device Bay),Position,Rack face,Latitude,Longitude,Airflow,IP Address,IPv4 Address,IPv6 Address,OOB IP,Cluster,Virtual Chassis,VC Position,VC Priority,Description,Config Template,Comments,Contacts,Tags,Created,Last updated,Owner Group,Owner,U Height,Platform,Console ports,Console server ports,Power ports,Power outlets,Interfaces,Front ports,Rear ports,Device bays,Module bays,Inventory items,BIOS Date,EOL,FW Bundle,Installation Date,Last updated (automatic),OS Info,Product Name,UUID
-,lon2-comp-0042,DE511221078,Medium,Active,Internal IT,compute,Dell,R650XS CONTROL G1,10.14.214.58,9f:a7:2c:e9:04:bc,6.9,1.14.5,TAG74665,1041,,EMEA,,LON2,None,–,,,23,,,,Front to rear,,172.27.61.129/24,,10.153.163.70,,,,,,,"DIMM slot A3 flaky, monitor",,lab,2021-04-11T07:07:26.000000+00:00,2021-07-12T07:07:26.000000+00:00,,ops-team,1,ESXi 8.0,,,2,,6,,,,,,,25/12/2026,dell/30092025,04/07/2023,2021-08-17 07:07:26+00:00,,R650XS,abb73a07-a2a3-4da8-bdea-2e7d27d827a6
AST-TYO1-00043,tyo1-cont-0043,SU723597716,Medium,Planned,Cloud Platform,control,Supermicro,AS-1115CS-TNR STORAGE,10.27.201.20,67:45:37:4f:36:54,N/A,1.14.4,N/A,1042,,APAC,,TYO1,N/A,-,,,23,Front,,,,,172.23.149.67/24,,10.107.222.170,,,,,"Ordered 2023, batch 5, rack row B",,,,lab,2020-10-23T22:44:16.000000+00:00,2021-07-09T22:44:16.000000+00:00,Platform,,1,Linux RHEL9,,,2,,4,,,,,,,,smc/2025.09,,2022-01-24 22:44:16+00:00,None,AS-1115CS-TNR,786915ba-db1b-49c5-aeae-c87d5b0c805e
AST-PHX3-00044,phx3-comp-0044,None,High,Active,Cloud Platform,compute,Dell,XR11 EDGE,10.66.65.24,8f:e4:4c:11:7d:97,N/A,–,TAG42656,1043,,AMER,,PHX3,PHX3-DC-4,R01,,,35,front,,,,,172.17.86.237/24,,10.142.62.11,,,,,"Replaced PSU, vendor RMA #4411",,,,,2021-09-06T09:20:01.000000+00:00,2022-08-03T09:20:01.000000+00:00,Platform,,1,Linux RHEL9,,,2,,4,,,,,,,,dell/01122024,2023-12-20,2022-10-01 09:20:01+00:00,-,XR11,2b720bc8-746e-4889-b539-f2d3f60e67a7
AST-PHX3-00045,phx3-cont-0045,DE286521875,Medium,Active,Internal IT,control,Dell,R660 COMP G2,10.85.162.207,70:0a:f4:00:a9:67,4.5,-,TAG24538,1044,,AMER,,PHX3,PHX3-DC-3,R12,,,N/A,front,,,Front to rear,,172.20.96.215/24,,10.145.14.181,,,,,"Burn-in done, handed to platform team",,"DIMM slot A3 flaky, monitor",,lab,2021-07-01T02:59:43.000000+00:00,2021-10-31T02:59:43.000000+00:00,,ops-team,1,Linux Ubuntu 22.04,,,2,,2,,,,,,,2026-08-04,-,,2022-05-05 02:59:43+00:00,RHEL 9.4,R660,257a789f-497b-4886-8bcf-f2ea6bb0f408
AST-LON2-00046,lon2-comp-0046,DE786815488,High,Offline,,None,Dell,XR11 EDGE,10.73.72.85,d6:55:d3:fc:c1:b3,2.15,3.7.2,N/A,1045,,EMEA,,LON2,None,,,,36,Front,,,,,172.26.228.3/24,,,,,,,,,"Needs recable
see ticket NET-2231",,"prod,edge",2024-10-23T02:28:58.000000+00:00,2024-12-16T02:28:58.000000+00:00,,m.papaj,1,Linux RHEL9,,,2,,2,,,,,,,,dell/15032026,2025-02-21,2025-06-20 02:28:58+00:00,N/A,XR11,be1d42c8-a3c5-4465-9b1b-bc718ec95e3a
AST-AMS1-00047,ams1-comp-0047,SU559138405,High,Active,Cloud Platform,compute,Supermicro,SYS-521E-WR NET Gen3,-,e4:16:86:e1:ee:86,,1.11.8,,1046,,EMEA,,AMS1,AMS1-DC-4,R01,,,31,Front,,,,,172.25.203.121/24,,,,,,,,,"Needs recable
see ticket NET-2231",,,2020-09-29T06:02:38.000000+00:00,2021-02-27T06:02:38.000000+00:00,,,1,Linux RHEL9,,,2,,4,,,,,,,,smc/2025.09,2020-01-28,2021-03-09 06:02:38+00:00,None,-,8df2fa26-054b-4b5e-a50c-8e7c1fa1600b
AST-ASH1-00048,ash1-comp-0048,DE692763677,Medium,Staged,Cloud Platform,compute,Dell,R650XS CONTROL G1,10.76.234.235,f2:13:58:8d:ce:49,N/A,3.7.0,TAG45203,1047,,AMER,,ASH1,ASH1-DC-3,R13,,,7,Front,,,Front to rear,,172.19.54.145/24,,-,,,,,"Burn-in done, handed to platform team",,"Needs recable
see ticket NET-2231",,"baremetal,k8s",2022-10-10T05:46:37.000000+00:00,2023-03-01T05:46:37.000000+00:00,,m.papaj,1,ESXi 8.0,,,2,,4,,,,,,,,dell/01122024,2023-05-24,2023-06-04 05:46:37+00:00,RHEL 9.4,N/A,e2fd7706-f897-491a-b403-d71a5e1bcd2e
AST-ASH1-00049,ash1-netw-0049,DE306978174,Medium,Active,Managed Services,network,Dell,XR11 EDGE,N/A,84:2e:91:0e:c5:19,6.6,None,,1048,,AMER,,ASH1,ASH1-DC-2,N/A,,,39,front,,,,,N/A,,10.125.140.95,,,,,"Burn-in done, handed to platform team",,"Needs recable
see ticket NET-2231",,lab,2021-09-15T15:16:23.000000+00:00,2021-10-15T15:16:23.000000+00:00,Platform,a.kovac,2,Linux Ubuntu 22.04,,,2,,6,,,,,,,,dell/01122024,,2022-02-22 15:16:23+00:00,ESXi 8.0u2,XR11,bc4aa5cf-f0f9-4bcb-9a8d-50276d0b44f8
AST-PHX3-00050,phx3-stor-0050,SU461081823,High,Active,,None,Supermicro,AS-1115CS-TNR STORAGE,10.51.141.67,84:d6:cf:c6:12:61,7.7,3.15.5,TAG32280,1049,,AMER,,PHX3,PHX3-DC-1,R03,,,36,Front,,,,,172.23.29.207/24,,10.138.96.39,,,,,"Ordered 2023, batch 2, rack row B",,"Needs recable
see ticket NET-2231",,"prod,edge",2022-05-09T00:05:07.000000+00:00,2023-04-02T00:05:07.000000+00:00,,ops-team,2,Linux Ubuntu 22.04,,,2,,4,,,,,,,,,2026-05-15,2023-09-11 00:05:07+00:00,ESXi 8.0u2,AS-1115CS-TNR,b84d7014-43cc-437f-b710-70df235f1e30
AST-FRA2-00051,fra2-cont-0051,None,Medium,Active,Internal IT,control,Supermicro,SYS-521E-WR NET Gen3,10.53.209.253,51:fa:2d:42:de:db,–,1.11.0,,1050,,EMEA,,FRA2,FRA2-DC-3,–,,,38,Front,,,Front to rear,,172.21.41.125/24,,10.158.73.81,,,,,"Replaced PSU, vendor RMA #4411",,"Needs recable
see ticket NET-2231",,"baremetal,k8s",2021-03-02T18:41:44.000000+00:00,2021-06-13T18:41:44.000000+00:00,Platform,a.kovac,2,,,,2,,4,,,,,,,2026-10-28,smc/2026.01,,2021-08-09 18:41:44+00:00,ESXi 8.0u2,,c4baef9d-7287-42fc-a888-a4224639abc1
AST-DFW1-00052,dfw1-comp-0052,DE928123020,Low,Offline,Internal IT,compute,Dell,R650XS CONTROL G1,,46:d6:35:3c:90:3a,5.6,2.6.5,–,1051,,AMER,,DFW1,DFW1-DC-4,,,,8,,,,,,172.24.242.180/24,,,,,,,,,"DIMM slot A3 flaky, monitor",,,2024-07-19T08:36:52.000000+00:00,2025-06-04T08:36:52.000000+00:00,,j.smith,2,ESXi 8.0,,,2,,4,,,,,,,25/12/2026,N/A,,2025-07-18 08:36:52+00:00,RHEL 9.4,R650XS,efbab02c-2ede-4240-b468-a4350656faa9
AST-ASH1-00053,ash1-netw-0053,SU248599901,Mission Critical,Active,Cloud Platform,network,Supermicro,SYS-112C-TN COMP G2,10.31.168.92,55:39:43:1e:51:35,6.15,3.14.2,TAG57002,1052,,AMER,,ASH1,ASH1-DC-2,R01,,,27,Front,,,,,172.27.175.47/24,,10.179.137.225,,,,,,,"DIMM slot A3 flaky, monitor",,"prod,edge",2025-08-22T23:20:08.000000+00:00,2026-07-20T23:20:08.000000+00:00,,ops-team,1,,,,2,,6,,,,,,,2026-12-07,N/A,,2026-12-09 23:20:08+00:00,-,SYS-112C-TN,0f2f5acc-9b26-4dcb-8b41-178882d310d7
AST-AMS1-00054,ams1-stor-0054,HP455295629,High,Active,Internal IT,storage,HPE,–,10.74.114.141,00:2e:9b:69:e9:ae,2.7,2.15.5,-,1053,,N/A,,AMS1,AMS1-DC-3,R08,,,-,front,,,Front to rear,,172.30.45.220/24,,10.151.120.21,,,,,,,"Needs recable
see ticket NET-2231",,"prod,edge",2022-05-14T04:53:56.000000+00:00,2022-06-09T04:53:56.000000+00:00,DC-Ops,j.smith,2,ESXi 8.0,,,2,,4,,,,,,,2028-01-30,01/02/2026,2019-05-25,2022-11-18 04:53:56+00:00,ESXi 8.0u2,DL380,6425467e-0dd8-4497-b200-a9a5860580c8
AST-LON2-00055,lon2-gpu-0055,LE890503688,Low,Active,,gpu,Lenovo,ThinkSystem SR650,10.65.247.237,af:96:e7:44:46:d3,–,N/A,-,1054,,EMEA,,LON2,LON2-DC-2,R17,,,21,front,,,,,172.19.198.169/24,,10.122.88.188,,,,,"Replaced PSU, vendor RMA #4411",,"Needs recable
see ticket NET-2231",,,2020-05-30T21:45:41.000000+00:00,2021-03-10T21:45:41.000000+00:00,,j.smith,1,,,,2,,2,,,,,,,,-,2020-05-15,2021-05-22 21:45:41+00:00,,ThinkSystem,a39aa5f3-8f51-4b61-8306-a3193734ed36
AST-LON2-00056,lon2-comp-0056,DE340848222,Medium,Decommissioned,Internal IT,compute,Dell,R760XA GPU G2,10.59.121.131,bc:64:63:96:e5:5a,2.5,N/A,-,1055,,EMEA,,LON2,LON2-DC-3,R18,,,N/A,,,,Front to rear,,172.26.27.4/24,,None,,,,,"Burn-in done, handed to platform team",,"DIMM slot A3 flaky, monitor",,"baremetal,k8s",2025-07-03T12:43:23.000000+00:00,2026-04-17T12:43:23.000000+00:00,DC-Ops,ops-team,1,ESXi 8.0,,,2,,6,,,,,,,,dell/15032026,2022-06-07,2026-05-10 12:43:23+00:00,-,R760XA,d56f2066-06a9-4c16-ac72-6dfe8bca14d3
AST-BER1-00057,–,DE223181755,Medium,Staged,Cloud Platform,control,Dell,XR11 EDGE,10.67.123.232,16:97:62:a4:2a:31,,1.6.6,TAG36945,1056,,EMEA,,BER1,BER1-DC-4,R01,,,N/A,Front,,,Front to rear,,172.28.58.99/24,,N/A,,,,,,,,,"baremetal,k8s",2025-09-09T07:40:02.000000+00:00,2026-03-06T07:40:02.000000+00:00,,j.smith,1,Linux Ubuntu 22.04,,,2,,4,,,,,,,,dell/15032026,,2026-06-13 07:40:02+00:00,,XR11,52861781-deee-4560-8677-7ea58e485482
AST-PHX3-00058,phx3-comp-0058,SU411209672,Low,Staged,Cloud Platform,compute,Supermicro,SYS-112C-TN COMP G2,10.87.44.73,bf:05:48:3f:15:02,5.17,1.9.3,–,1057,,AMER,,PHX3,-,R04,,,37,,,,,,172.16.242.41/24,,10.156.195.102,,,,,,,"Needs recable
see ticket NET-2231",,,2025-10-31T22:49:11.000000+00:00,2026-04-04T22:49:11.000000+00:00,Platform,j.smith,1,,,,2,,4,,,,,,,,smc/2025.09,,2026-09-09 22:49:11+00:00,RHEL 9.4,SYS-112C-TN,cfdf56f6-4d84-4dd0-ad18-d70cdfe702cf
AST-LON2-00059,lon2-cont-0059,SU559891563,Low,Active,Managed Services,control,Supermicro,SYS-221H-TNR CTRL Gen 3,10.50.126.202,47:64:86:27:26:09,7.0,,–,1058,,EMEA,,LON2,LON2-DC-3,R11,,,38,front,,,Front to rear,,172.26.245.119/24,,10.155.141.216,,,,,,,"Needs recable
see ticket NET-2231",,"baremetal,k8s",2021-06-07T22:40:24.000000+00:00,2021-06-10T22:40:24.000000+00:00,,j.smith,1,ESXi 8.0,,,2,,6,,,,,,,,,2023-02-11,2021-09-09 22:40:24+00:00,None,N/A,9643da15-0cd7-432f-9cc7-6a97a53b633f
AST-FRA1-00060,fra1-comp-0060,SU142847338,Medium,Active,Cloud Platform,compute,Supermicro,AS-1115CS-TNR STORAGE,10.23.140.214,03:47:e1:54:75:27,-,2.3.3,TAG53283,1059,,EMEA,,FRA1,FRA1-DC-2,R02,,,,Front,,,Front to rear,,172.27.39.133/24,,10.174.89.97,,,,,,,"DIMM slot A3 flaky, monitor",,"prod,edge",2025-07-07T21:30:36.000000+00:00,2025-12-20T21:30:36.000000+00:00,DC-Ops,a.kovac,2,ESXi 8.0,,,2,,6,,,,,,,05/03/2027,smc/2025.09,2025-03-11,2026-06-07 21:30:36+00:00,Ubuntu 22.04.4,–,baeb6338-daea-4c2c-a680-94f8ff7b41d2
AST-TYO1-00061,tyo1-stor-0061,DE769168506,Low,Offline,Internal IT,storage,Dell,R760XA GPU G2,10.43.85.186,13:3c:2f:f6:42:00,7.20,2.11.0,None,1060,,APAC,,TYO1,TYO1-DC-1,R06,,,15,Front,,,,,172.19.8.52/24,,-,,,,,"Burn-in done, handed to platform team",,"Needs recable
see ticket NET-2231",,"prod,edge",2025-08-11T10:58:32.000000+00:00,2026-04-30T10:58:32.000000+00:00,DC-Ops,j.smith,1,Linux RHEL9,,,2,,4,,,,,,,2026-08-22,dell/30092025,,2026-10-13 10:58:32+00:00,–,R760XA,d5419b11-a394-4950-a10b-843f86db896d
AST-BER1-00062,ber1-stor-0062,LE941586401,High,Active,Internal IT,storage,Lenovo,ThinkSystem SR630 COMP G1,10.32.189.144,ad:1a:52:c7:02:2e,5.19,1.8.3,None,1061,,EMEA,,BER1,BER1-DC-3,R18,,,12,front,,,Front to rear,,172.28.70.219/24,,10.132.157.148,,,,,"Replaced PSU, vendor RMA #4411",,,,,2024-09-28T06:53:11.000000+00:00,2025-06-03T06:53:11.000000+00:00,,,1,ESXi 8.0,,,2,,6,,,,,,,,,04/07/2023,2025-06-25 06:53:11+00:00,Ubuntu 22.04.4,ThinkSystem,eaa7f069-8df2-46f5-a700-08dfaca8a16d
AST-LON2-00063,lon2-stor-0063,DE690120616,Medium,Active,Cloud Platform,storage,Dell,R650XS CONTROL G1,10.81.178.89,83:80:e2:c1:f7:7c,5.14,None,TAG93055,1062,,EMEA,,LON2,LON2-DC-3,R03,,,N/A,Front,,,,,-,,10.135.115.156,,,,,"Burn-in done, handed to platform team",,"DIMM slot A3 flaky, monitor",,"baremetal,k8s",2022-06-02T21:23:38.000000+00:00,2023-06-09T21:23:38.000000+00:00,DC-Ops,,1,,,,2,,4,,,,,,,,dell/15032026,,2023-12-17 21:23:38+00:00,ESXi 8.0u2,-,c6cf36a0-136a-45e9-852d-6faf3afe5bea
AST-FRA2-00064,fra2-comp-0064,HP267498965,,Active,Managed Services,compute,HPE,DL380 Gen10,–,d8:f4:10:b1:c9:59,2.16,3.0.0,TAG59732,1063,,EMEA,,FRA2,N/A,R12,,,31,front,,,,,172.31.140.126/24,,10.105.246.96,,,,,"Burn-in done, handed to platform team",,"Needs recable
see ticket NET-2231",,"prod,edge",2020-11-27T11:19:49.000000+00:00,2021-01-28T11:19:49.000000+00:00,Platform,ops-team,2,,,,2,,4,,,,,,,,bundle-2025Q3,2025-12-04,2021-02-22 11:19:49+00:00,-,DL380,95a7e495-d8e1-49cb-903f-244e786e02ad
AST-SIN1-00065,sin1-cont-0065,DE552604373,Medium,Active,Cloud Platform,control,Dell,R660 COMP G2,10.90.161.202,83:b0:0a:d2:3e:b3,6.6,3.5.4,TAG98236,1064,,APAC,,SIN1,SIN1-DC-1,R06,,,41,Front,,,,,172.17.110.209/24,,-,,,,,"Burn-in done, handed to platform team",,,,,2024-04-01T04:42:51.000000+00:00,2024-06-09T04:42:51.000000+00:00,DC-Ops,ops-team,1,Linux Ubuntu 22.04,,,2,,4,,,,,,,2026-08-16,dell/15032026,,2024-09-30 04:42:51+00:00,Ubuntu 22.04.4,R660,1892818f-8fe5-478c-bfd2-31a4e4ab6b9d
AST-FRA2-00066,fra2-comp-0066,DE898730065,High,Active,Internal IT,compute,Dell,R650XS CONTROL G1,10.20.107.43,-,2.1,2.15.7,TAG80855,1065,,EMEA,,FRA2,FRA2-DC-2,R09,,,41,front,,,,,172.17.13.198/24,,10.112.32.240,,,,,"Burn-in done, handed to platform team",,"DIMM slot A3 flaky, monitor",,"prod,edge",2025-12-16T23:44:58.000000+00:00,2027-01-04T23:44:58.000000+00:00,DC-Ops,m.papaj,2,Linux Ubuntu 22.04,,,2,,4,,,,,,,,,2025-06-13,2027-02-07 23:44:58+00:00,–,None,d94eddc6-32a6-457d-9cc5-45c23ae869b5
AST-TYO1-00067,tyo1-stor-0067,DE955522471,Mission Critical,Offline,,storage,Dell,R760XA GPU G2,10.57.96.106,89:d3:60:23:5d:45,7.14,2.15.3,–,1066,,APAC,,TYO1,None,R08,,,,front,,,Front to rear,,-,,None,,,,,"Burn-in done, handed to platform team",,"Needs recable
see ticket NET-2231",,lab,2020-01-23T10:12:43.000000+00:00,2020-10-30T10:12:43.000000+00:00,Platform,m.papaj,1,Linux Ubuntu 22.04,,,2,,2,,,,,,,2027-10-31,N/A,,2021-02-27 10:12:43+00:00,N/A,R760XA,ab0f9f1c-4625-4059-8c96-ad4c53e10bfb
–,dfw1-comp-0068,LE892012381,Low,Active,Cloud Platform,compute,Lenovo,ThinkSystem SR650,10.68.48.134,6f:39:78:de:a6:07,-,1.1.9,TAG72294,1067,,AMER,,DFW1,,R08,,,22,,,,Front to rear,,172.25.165.41/24,,10.126.242.100,,,,,"Replaced PSU, vendor RMA #4411",,"DIMM slot A3 flaky, monitor",,"prod,edge",2020-04-14T02:42:31.000000+00:00,2020-07-25T02:42:31.000000+00:00,,,1,ESXi 8.0,,,2,,4,,,,,,,,bundle-2025Q3,2025-11-07,2020-11-14 02:42:31+00:00,None,ThinkSystem,fc1b885b-edd0-49b1-b95a-88132fd99e10
–,fra1-cont-0069,SU303770248,High,Staged,Managed Services,control,Supermicro,SYS-521E-WR NET Gen3,10.79.178.83,7a:a4:20:c6:61:fe,None,,TAG15737,1068,,EMEA,,FRA1,-,–,,,42,,,,,,172.25.134.139/24,,None,,,,,"Replaced PSU, vendor RMA #4411",,,,"baremetal,k8s",2024-10-26T16:20:39.000000+00:00,2025-01-30T16:20:39.000000+00:00,DC-Ops,,1,Linux RHEL9,,,2,,2,,,,,,,2026-07-23,smc/2025.09,2025-04-28,2025-05-16 16:20:39+00:00,Ubuntu 22.04.4,–,7ef67518-3924-4d6d-a07f-fb23612c3b19
AST-FRA1-00070,fra1-comp-0070,SU204281005,High,Active,Internal IT,compute,Supermicro,AS-1115CS-TNR STORAGE,10.39.197.49,ac:50:e2:b4:a1:a6,5.20,–,TAG38039,1069,,EMEA,,FRA1,FRA1-DC-3,R17,,,,front,,,Front to rear,,172.29.54.197/24,,10.131.91.143,,,,,"Ordered 2023, batch 9, rack row B",,"Needs recable
see ticket NET-2231",,,2020-11-10T11:53:30.000000+00:00,2021-11-17T11:53:30.000000+00:00,Platform,a.kovac,1,Linux Ubuntu 22.04,,,2,,2,,,,,,,2027-01-03,smc/2025.09,,2022-03-14 11:53:30+00:00,N/A,AS-1115CS-TNR,62166421-4b9a-4467-9ad7-ccdce414620a
AST-DFW1-00071,dfw1-comp-0071,DE888412068,Medium,Active,Cloud Platform,compute,Dell,R7615 STORAGE G2,10.51.247.45,74:05:c3:1b:9c:15,-,1.1.6,TAG88005,1070,,AMER,,DFW1,N/A,–,,,4,front,,,Front to rear,,172.17.195.21/24,,10.173.48.153,,,,,"Burn-in done, handed to platform team",,"DIMM slot A3 flaky, monitor",,"prod,edge",2020-08-27T20:33:57.000000+00:00,2021-09-02T20:33:57.000000+00:00,DC-Ops,m.papaj,1,,,,2,,4,,,,,,,2026-08-07,dell/01122024,2021-01-22,2021-09-20 20:33:57+00:00,Ubuntu 22.04.4,R7615,3d42e014-0020-46a3-9534-77773768911e
AST-SIN1-00072,sin1-comp-0072,DE444390192,High,Active,Cloud Platform,compute,Dell,R760XA GPU G2,10.93.12.198,93:07:af:38:9c:e6,4.6,1.6.8,TAG43902,1071,,APAC,,SIN1,SIN1-DC-1,R07,,,-,Front,,,,,172.23.102.176/24,,,,,,,"Replaced PSU, vendor RMA #4411",,,,lab,2022-12-06T09:38:21.000000+00:00,2023-10-07T09:38:21.000000+00:00,,j.smith,1,,,,2,,6,,,,,,,,dell/01122024,2019-12-02,2023-10-11 09:38:21+00:00,Ubuntu 22.04.4,R760XA,357ee569-587d-4e06-9fdf-08cb7d9d2225
AST-AMS1-00073,ams1-netw-0073,SU194511472,Low,Staged,Cloud Platform,network,Supermicro,SYS-112C-TN COMP G2,10.74.234.144,8d:1f:83:c6:0f:8f,4.12,1.12.8,TAG90274,1072,,EMEA,,AMS1,AMS1-DC-2,R18,,,39,,,,Front to rear,,172.25.170.126/24,,10.102.20.64,,,,,"Ordered 2023, batch 4, rack row B",,"DIMM slot A3 flaky, monitor",,"prod,edge",2021-08-02T04:17:16.000000+00:00,2021-11-12T04:17:16.000000+00:00,DC-Ops,ops-team,1,,,,2,,2,,,,,,,2026-09-23,smc/2026.01,,2022-03-28 04:17:16+00:00,N/A,SYS-112C-TN,3f988fb9-0bcf-497f-8111-a864e7dd02c6
AST-FRA1-00074,fra1-gpu-0074,HP900592344,Medium,Active,Internal IT,gpu,HPE,DL360 COMP G1,10.45.77.200,bf:5e:c6:fb:f2:46,3.1,-,None,1073,,EMEA,,FRA1,FRA1-DC-3,R15,,,28,Front,,,,,172.24.118.153/24,,10.116.94.7,,,,,"Burn-in done, handed to platform team",,"DIMM slot A3 flaky, monitor",,,2025-06-01T14:47:00.000000+00:00,2026-06-15T14:47:00.000000+00:00,,j.smith,2,,,,2,,2,,,,,,,2028-05-22,15/11/2025,04/07/2023,2026-06-25 14:47:00+00:00,,None,acbb43df-cc83-4fa2-9574-8df82357a36d
AST-BER1-00075,ber1-cont-0075,HP758347916,,Active,Internal IT,control,HPE,DL360 COMP G1,10.76.72.119,a5:53:3f:2e:3a:e6,2.16,3.5.6,TAG15754,1074,,EMEA,,BER1,-,,,,27,,,,,,172.21.69.101/24,,10.157.46.185,,,,,"Ordered 2023, batch 5, rack row B",,,,"prod,edge",2020-06-18T11:17:38.000000+00:00,2021-06-07T11:17:38.000000+00:00,DC-Ops,j.smith,2,Linux RHEL9,,,2,,4,,,,,,,,01/02/2026,2023-03-14,2021-08-06 11:17:38+00:00,RHEL 9.4,DL360,50426bf9-5725-4910-908b-40ec706817bc
AST-FRA1-00076,fra1-comp-0076,SU765468716,Low,Staged,Managed Services,compute,Supermicro,SYS-112C-TN COMP G2,N/A,5a:e9:b8:12:2f:99,5.2,3.2.4,TAG25993,1075,,EMEA,,FRA1,FRA1-DC-2,R09,,,7,,,,Front to rear,,,,–,,,,,"Replaced PSU, vendor RMA #4411",,"Needs recable
see ticket NET-2231",,"baremetal,k8s",2025-05-07T02:27:16.000000+00:00,2026-02-17T02:27:16.000000+00:00,Platform,,2,ESXi 8.0,,,2,,6,,,,,,,2025-01-12,smc/2026.01,2020-07-12,2026-07-23 02:27:16+00:00,RHEL 9.4,SYS-112C-TN,181ea765-8973-4dd6-94e8-7c57789c9267
AST-FRA1-00077,fra1-stor-0077,SU544573290,High,Active,Internal IT,storage,Supermicro,SYS-112C-TN COMP G2,10.54.108.3,f5:f2:12:45:f6:4f,6.10,N/A,TAG82768,1076,,EMEA,,FRA1,-,R14,,,2,front,,,Front to rear,,172.26.3.30/24,,N/A,,,,,"Ordered 2023, batch 7, rack row B",,"DIMM slot A3 flaky, monitor",,,2020-05-21T08:08:37.000000+00:00,2020-11-08T08:08:37.000000+00:00,Platform,ops-team,1,Linux Ubuntu 22.04,,,2,,4,,,,,,,,smc/2026.01,2021-07-29,2021-01-02 08:08:37+00:00,,SYS-112C-TN,022cee7c-5953-4790-832f-14587dfbb500
AST-FRA2-00078,fra2-cont-0078,–,High,Active,Cloud Platform,control,Lenovo,–,10.71.158.199,9f:0b:9f:6b:a4:66,None,N/A,–,1077,,EMEA,,FRA2,FRA2-DC-3,R17,,,19,Front,,,Front to rear,,172.30.198.183/24,,10.112.67.53,,,,,"Replaced PSU, vendor RMA #4411",,"DIMM slot A3 flaky, monitor",,lab,2021-08-13T23:12:39.000000+00:00,2022-02-04T23:12:39.000000+00:00,DC-Ops,a.kovac,1,,,,2,,6,,,,,,,,,2020-07-10,2022-08-03 23:12:39+00:00,ESXi 8.0u2,ThinkSystem,370ab641-91c7-4035-b137-88f66efe87ef
AST-ASH1-00079,ash1-comp-0079,SU184337702,Medium,Active,Cloud Platform,compute,Supermicro,AS-1115CS-TNR STORAGE,10.26.47.209,a9:a6:e8:f9:0f:21,4.15,1.9.5,TAG26697,1078,,AMER,,ASH1,ASH1-DC-1,R18,,,20,front,,,,,172.30.240.60/24,,10.159.49.117,,,,,"Ordered 2023, batch 4, rack row B",,"DIMM slot A3 flaky, monitor",,"prod,edge",2023-12-17T20:45:47.000000+00:00,2024-10-03T20:45:47.000000+00:00,Platform,m.papaj,1,Linux Ubuntu 22.04,,,2,,2,,,,,,,2030-04-29,smc/2026.01,2021-11-29,2025-02-19 20:45:47+00:00,,AS-1115CS-TNR,b9df15df-f979-477f-b33f-1c5385c0c975
AST-ASH1-00080,ash1-cont-0080,DE982640532,,Staged,Internal IT,control,Dell,XR11 EDGE,10.49.207.18,95:c7:e4:64:69:a2,7.9,2.11.1,TAG90149,1079,,AMER,,ASH1,–,R04,,,1,front,,,Front to rear,,172.18.111.210/24,,,,,,,,,,,lab,2023-10-15T05:43:42.000000+00:00,2024-01-14T05:43:42.000000+00:00,,,2,Linux Ubuntu 22.04,,,2,,6,,,,,,,,,2023-01-15,2024-02-18 05:43:42+00:00,RHEL 9.4,XR11,99c6837f-32be-40dd-8344-782cb075ecbd
AST-AMS1-00081,ams1-comp-0081,DE254614401,High,Active,Cloud Platform,compute,Dell,R660 COMP G2,10.65.69.22,79:89:d2:bb:11:13,None,3.2.2,TAG78997,1080,,EMEA,,AMS1,AMS1-DC-4,R01,,,None,,,,Front to rear,,172.29.92.117/24,,10.153.233.229,,,,,"Replaced PSU, vendor RMA #4411",,"DIMM slot A3 flaky, monitor",,,2024-02-21T03:04:54.000000+00:00,2025-01-23T03:04:54.000000+00:00,Platform,,1,,,,2,,4,,,,,,,,dell/01122024,,2025-04-23 03:04:54+00:00,,R660,1282af6f-5244-41fc-97ca-e4d5a2bc20f4
AST-ASH1-00082,,SU715103737,Low,Active,,compute,Supermicro,AS-1115CS-TNR STORAGE,10.47.13.74,59:85:78:f8:5c:10,2.4,1.15.6,TAG41188,1081,,AMER,,ASH1,N/A,R06,,,None,front,,,,,172.24.67.158/24,,10.116.39.218,,,,,"Burn-in done, handed to platform team",,"DIMM slot A3 flaky, monitor",,"prod,edge",2020-06-09T09:03:26.000000+00:00,2021-05-12T09:03:26.000000+00:00,Platform,m.papaj,2,Linux Ubuntu 22.04,,,2,,2,,,,,,,,smc/2026.01,2022-10-26,2021-08-17 09:03:26+00:00,–,AS-1115CS-TNR,832241f2-7c5c-458f-8316-876e6af6de65
